Date,Open,High,Low,Close,Adj Close,Volume
2021-11-29,69.2300033569336,72.93000030517578,68.86000061035156,69.94999694824219,69.94999694824219,675090
2021-11-30,70.04000091552734,71.22000122070312,64.43000030517578,66.18000030517578,66.18000030517578,722475
2021-12-01,67.01000213623047,69.48999786376953,64.83999633789062,65.56999969482422,65.56999969482422,602447
2021-12-02,65.62999725341797,67.48999786376953,62.43000030517578,66.5,66.5,668293
2021-12-03,67.5,69.22000122070312,65.5999984741211,66.26000213623047,66.26000213623047,449974
2021-12-06,67.0199966430664,70.1500015258789,66.72000122070312,69.48999786376953,69.48999786376953,401060
2021-12-07,69.72000122070312,73.02999877929688,69.5199966430664,72.05000305175781,72.05000305175781,496528
2021-12-08,71.86000061035156,73.0,70.91000366210938,72.36000061035156,72.36000061035156,464846
2021-12-09,72.5199966430664,73.33999633789062,70.38999938964844,70.94000244140625,70.94000244140625,393205
2021-12-10,70.68000030517578,72.33000183105469,70.31999969482422,71.66999816894531,71.66999816894531,397883
2021-12-13,72.04000091552734,73.0,70.70999908447266,71.29000091552734,71.29000091552734,406604
2021-12-14,71.12000274658203,72.02999877929688,69.51000213623047,70.7300033569336,70.7300033569336,359454
2021-12-15,70.3499984741211,71.66000366210938,69.38999938964844,70.87000274658203,70.87000274658203,294337
2021-12-16,71.4800033569336,72.98999786376953,71.02999877929688,72.37999725341797,72.37999725341797,142541
2021-12-17,71.91999816894531,72.26000213623047,69.88999938964844,70.86000061035156,70.86000061035156,78125
2021-12-20,70.06999969482422,70.06999969482422,66.04000091552734,68.2300033569336,68.2300033569336,492217
2021-12-21,69.20999908447266,71.55000305175781,68.55999755859375,71.12000274658203,71.12000274658203,358779
2021-12-22,71.2699966430664,73.16000366210938,70.80000305175781,72.76000213623047,72.76000213623047,306709
2021-12-23,73.02999877929688,73.94999694824219,72.2699966430664,73.79000091552734,73.79000091552734,270223
2021-12-27,73.37999725341797,76.08999633789062,72.56999969482422,75.56999969482422,75.56999969482422,268490
2021-12-28,75.97000122070312,76.91999816894531,75.52999877929688,75.9800033569336,75.9800033569336,249728
2021-12-29,76.04000091552734,77.37000274658203,75.36000061035156,76.55999755859375,76.55999755859375,283557
2021-12-30,76.58000183105469,77.44000244140625,75.77999877929688,76.98999786376953,76.98999786376953,231163
2021-12-31,76.66000366210938,77.08000183105469,74.94999694824219,75.20999908447266,75.20999908447266,237118
2022-01-03,75.69000244140625,76.45999908447266,74.2699966430664,76.08000183105469,76.08000183105469,317628
2022-01-04,76.0199966430664,77.63999938964844,75.69999694824219,76.98999786376953,76.98999786376953,372848
2022-01-05,77.18000030517578,78.58000183105469,76.51000213623047,77.8499984741211,77.8499984741211,397898
2022-01-06,77.23999786376953,80.23999786376953,76.7300033569336,79.45999908447266,79.45999908447266,476665
2022-01-07,79.62000274658203,80.47000122070312,78.5199966430664,78.9000015258789,78.9000015258789,414434
2022-01-10,78.87999725341797,79.44999694824219,77.83000183105469,78.2300033569336,78.2300033569336,389956
2022-01-11,78.41999816894531,81.58999633789062,78.36000061035156,81.22000122070312,81.22000122070312,481815
2022-01-12,81.37999725341797,83.0999984741211,81.16999816894531,82.63999938964844,82.63999938964844,420619
2022-01-13,82.81999969482422,82.94000244140625,81.38999938964844,82.12000274658203,82.12000274658203,364769
2022-01-14,81.7300033569336,84.44999694824219,81.58000183105469,83.81999969482422,83.81999969482422,364442
2022-01-18,84.31999969482422,86.62999725341797,83.5,85.43000030517578,85.43000030517578,163643
2022-01-19,86.61000061035156,87.91000366210938,85.7699966430664,86.95999908447266,86.95999908447266,113153
2022-01-20,86.2300033569336,87.81999969482422,86.0,86.9000015258789,86.9000015258789,532202
2022-01-21,84.56999969482422,85.55999755859375,82.77999877929688,85.13999938964844,85.13999938964844,509103
2022-01-24,84.91000366210938,86.08999633789062,81.9000015258789,83.30999755859375,83.30999755859375,511695
2022-01-25,84.1500015258789,85.70999908447266,82.98999786376953,85.5999984741211,85.5999984741211,507219
2022-01-26,85.26000213623047,87.94999694824219,85.01000213623047,87.3499984741211,87.3499984741211,459642
2022-01-27,87.1500015258789,88.54000091552734,86.19999694824219,86.61000061035156,86.61000061035156,427804
2022-01-28,87.5,88.83999633789062,86.44000244140625,86.81999969482422,86.81999969482422,436172
2022-01-31,87.44999694824219,88.38999938964844,86.33999633789062,88.1500015258789,88.1500015258789,359080
2022-02-01,88.1500015258789,88.87000274658203,86.55000305175781,88.19999694824219,88.19999694824219,376841
2022-02-02,88.3499984741211,89.72000122070312,87.0999984741211,88.26000213623047,88.26000213623047,456863
2022-02-03,87.9800033569336,90.4499969482422,86.75,90.2699966430664,90.2699966430664,465771
2022-02-04,90.19000244140624,93.16999816894533,90.06999969482422,92.30999755859376,92.30999755859376,410926
2022-02-07,91.81999969482422,92.7300033569336,90.7300033569336,91.31999969482422,91.31999969482422,497754
2022-02-08,91.63999938964844,91.68000030517578,88.51000213623047,89.36000061035156,89.36000061035156,467386
2022-02-09,89.86000061035156,90.58000183105467,88.41000366210938,89.66000366210938,89.66000366210938,445618
2022-02-10,90.01000213623047,91.73999786376952,89.02999877929688,89.87999725341797,89.87999725341797,492091
2022-02-11,90.0,94.66000366210938,89.19000244140625,93.0999984741211,93.0999984741211,554423
2022-02-14,93.91000366210938,95.81999969482422,92.08999633789062,95.45999908447266,95.45999908447266,467071
2022-02-15,94.83000183105467,95.16999816894533,90.66000366210938,92.06999969482422,92.06999969482422,442641
2022-02-16,92.20999908447266,95.01000213623048,90.0,93.66000366210938,93.66000366210938,401453
2022-02-17,90.9000015258789,93.36000061035156,90.62000274658205,91.76000213623048,91.76000213623048,212552
2022-02-18,91.62999725341795,92.66000366210938,89.02999877929688,91.06999969482422,91.06999969482422,150382
2022-02-22,91.75,96.0,90.3499984741211,92.3499984741211,92.3499984741211,789041
2022-02-23,91.73999786376952,93.9000015258789,90.63999938964844,92.0999984741211,92.0999984741211,440574
2022-02-24,92.5199966430664,100.54000091552734,91.4499969482422,92.80999755859376,92.80999755859376,872244
2022-02-25,93.31999969482422,95.63999938964844,90.05999755859375,91.58999633789062,91.58999633789062,523793
2022-02-28,94.98999786376952,99.0999984741211,94.43000030517578,95.72000122070312,95.72000122070312,490796
2022-03-01,96.08999633789062,106.77999877929688,95.31999969482422,103.41000366210938,103.41000366210938,698814
2022-03-02,107.12000274658205,112.51000213623048,105.18000030517578,110.5999984741211,110.5999984741211,651853
2022-03-03,111.33000183105467,116.56999969482422,106.43000030517578,107.66999816894533,107.66999816894533,592031
2022-03-04,107.95999908447266,116.0199966430664,107.25,115.68000030517578,115.68000030517578,493875
2022-03-07,121.33000183105467,130.5,115.54000091552734,119.4000015258789,119.4000015258789,576022
2022-03-08,120.66999816894533,129.44000244140625,117.06999969482422,123.6999969482422,123.6999969482422,583106
2022-03-09,124.66000366210938,126.83999633789062,103.62999725341795,108.6999969482422,108.6999969482422,594773
2022-03-10,110.41000366210938,114.87999725341795,105.52999877929688,106.0199966430664,106.0199966430664,437924
2022-03-11,105.98999786376952,110.29000091552734,104.4800033569336,109.33000183105467,109.33000183105467,368194
2022-03-14,109.41999816894533,109.72000122070312,99.76000213623048,103.01000213623048,103.01000213623048,344184
2022-03-15,102.27999877929688,102.58000183105467,93.52999877929688,96.44000244140624,96.44000244140624,401690
2022-03-16,95.2300033569336,99.22000122070312,94.06999969482422,95.04000091552734,95.04000091552734,293947
2022-03-17,95.33999633789062,104.23999786376952,94.8499984741211,102.9800033569336,102.9800033569336,210763
2022-03-18,103.62000274658205,106.27999877929688,102.3000030517578,104.6999969482422,104.6999969482422,74247
2022-03-21,105.12999725341795,112.69000244140624,104.08000183105467,112.12000274658205,112.12000274658205,77217
2022-03-22,112.9000015258789,115.01000213623048,109.3000030517578,111.76000213623048,111.76000213623048,318629
2022-03-23,108.8499984741211,115.4000015258789,108.37999725341795,114.93000030517578,114.93000030517578,289182
2022-03-24,114.47000122070312,116.63999938964844,110.61000061035156,112.33999633789062,112.33999633789062,307238
2022-03-25,111.75,114.12000274658205,108.68000030517578,113.9000015258789,113.9000015258789,320304
2022-03-28,112.91999816894533,112.93000030517578,102.83000183105467,105.95999908447266,105.95999908447266,372251
2022-03-29,103.47000122070312,107.83999633789062,98.44000244140624,104.23999786376952,104.23999786376952,387200
2022-03-30,105.23999786376952,108.75,104.5500030517578,107.81999969482422,107.81999969482422,284544
2022-03-31,107.4499969482422,107.8000030517578,99.66000366210938,100.27999877929688,100.27999877929688,450845
2022-04-01,101.2300033569336,101.75,97.77999877929688,99.2699966430664,99.2699966430664,324777
2022-04-04,98.9499969482422,103.94000244140624,98.0500030517578,103.27999877929688,103.27999877929688,288131
2022-04-05,103.66000366210938,105.58999633789062,99.87999725341795,101.95999908447266,101.95999908447266,280283
2022-04-06,101.23999786376952,104.0199966430664,95.7300033569336,96.2300033569336,96.2300033569336,366036
2022-04-07,97.16000366210938,98.81999969482422,93.80999755859376,96.02999877929688,96.02999877929688,367318
2022-04-08,97.16999816894533,98.76000213623048,95.29000091552734,98.26000213623048,98.26000213623048,310082
2022-04-11,98.4000015258789,98.5199966430664,92.93000030517578,94.29000091552734,94.29000091552734,315873
2022-04-12,95.16999816894533,101.3499984741211,94.83999633789062,100.5999984741211,100.5999984741211,329037
2022-04-13,100.91000366210938,104.47000122070312,99.87000274658205,104.25,104.25,312502
2022-04-14,104.1999969482422,107.63999938964844,102.12000274658205,106.9499969482422,106.9499969482422,244952
2022-04-18,107.02999877929688,109.80999755859376,106.0,108.20999908447266,108.20999908447266,68489
2022-04-19,107.75,108.91999816894533,102.0999984741211,102.55999755859376,102.55999755859376,71792
2022-04-20,103.0500030517578,104.16000366210938,100.6999969482422,102.75,102.75,299028
2022-04-21,102.5,105.41999816894533,102.01000213623048,103.79000091552734,103.79000091552734,280321
2022-04-22,104.06999969482422,104.22000122070312,101.05999755859376,102.06999969482422,102.06999969482422,246116
